, time_stamp (sec),ene,modi_ene
0,0.14159668,426.0,724.0
1,0.56672643,87.0,148.0
2,0.73682629,100.0,170.0
3,1.20396904,138.0,235.0
4,1.51487326,51.0,87.0
5,1.6395844,138.0,235.0
6,1.82980414,105.0,178.0
7,2.01628693,137.0,233.0
8,2.07049236,105.0,178.0
9,2.08298513,93.0,158.0
10,2.32174113,165.0,280.0
11,2.49891947,65.0,110.0
12,2.53142866,109.0,185.0
13,2.54864826,75.0,128.0
14,2.65779918,69.0,117.0
15,2.79726578,95.0,162.0
16,2.81412677,348.0,592.0
17,2.8292416,417.0,709.0
18,2.94113371,201.0,342.0
19,3.51921943,73.0,124.0
20,3.67155203,147.0,250.0
21,4.02722378,78.0,133.0
22,4.13380927,52.0,88.0
23,4.28972807,121.0,206.0
24,4.32072395,69.0,117.0
25,4.56437902,199.0,338.0
26,4.8543486,66.0,112.0
27,5.03232391,158.0,269.0
28,5.0554136,295.0,502.0
29,5.14882077,312.0,530.0
30,5.67792157,96.0,163.0
31,5.80547355,71.0,121.0
32,5.81527932,108.0,184.0
33,5.98141892,154.0,262.0
34,6.29120845,283.0,481.0
35,6.56723338,58.0,99.0
36,6.7989728,130.0,221.0
37,7.0506632,733.0,1246.0
38,7.29111007,162.0,275.0
39,7.52198395,72.0,122.0
40,7.88801792,92.0,156.0
41,8.16144744,56.0,95.0
42,8.27457582,184.0,313.0
43,8.44636814,181.0,308.0
44,8.7129964,70.0,119.0
45,9.01396531,58.0,99.0
46,9.51116648,95.0,162.0
47,9.53334126,49.0,83.0
48,9.64659234,99.0,168.0
49,9.77973874,94.0,160.0
50,9.79311494,54.0,92.0
51,9.89480732,140.0,238.0
52,9.91301929,306.0,520.0
53,10.23088842,73.0,124.0
54,10.82599768,273.0,464.0
55,10.85876633,173.0,294.0
56,10.87669344,184.0,313.0
57,11.05902413,125.0,212.0
58,11.15339995,52.0,88.0
59,11.37141045,148.0,252.0
60,11.50456166,89.0,151.0
61,11.59198308,271.0,461.0
62,11.63604686,280.0,476.0
63,11.64019483,91.0,155.0
64,11.78979786,110.0,187.0
65,11.83016165,84.0,143.0
66,11.88272231,112.0,190.0
67,11.91841524,95.0,162.0
68,12.10768696,74.0,126.0
69,12.18276922,438.0,745.0
70,12.50457681,327.0,556.0
71,12.54526733,90.0,153.0
72,12.59725238,264.0,449.0
73,12.87307786,162.0,275.0
74,12.99341386,101.0,172.0
75,13.20184077,141.0,240.0
76,13.60585291,253.0,430.0
77,13.81964034,57.0,97.0
78,14.02057733,189.0,321.0
79,14.04997043,121.0,206.0
80,14.55520433,80.0,136.0
81,14.91868071,227.0,386.0
82,15.22586977,69.0,117.0
83,15.60003058,326.0,554.0
84,15.68900847,65.0,110.0
85,15.72082751,76.0,129.0
86,16.3043204,256.0,435.0
87,16.38288523,146.0,248.0
88,16.38407392,117.0,199.0
89,16.76140924,650.0,1105.0
90,16.99399344,64.0,109.0
91,17.15981499,137.0,233.0
92,17.56039971,97.0,165.0
93,17.57622338,74.0,126.0
94,17.91131541,70.0,119.0
95,18.01808087,70.0,119.0
96,18.38792907,100.0,170.0
97,18.38884233,123.0,209.0
98,18.71736297,82.0,139.0
99,18.81639352,162.0,275.0
100,18.96248087,492.0,836.0
101,19.11274195,74.0,126.0
102,19.30732627,226.0,384.0
103,19.45855124,58.0,99.0
104,19.56597373,62.0,105.0
105,20.12369433,80.0,136.0
106,20.5535744,96.0,163.0
107,20.56839641,173.0,294.0
108,21.1693709,330.0,561.0
109,22.41750649,70.0,119.0
110,22.47890843,110.0,187.0
111,22.53817928,59.0,100.0
112,22.59302904,199.0,338.0
113,23.03683418,383.0,651.0
114,23.09810209,105.0,178.0
115,23.99490352,533.0,906.0
116,24.46941204,108.0,184.0
117,24.50318951,63.0,107.0
118,24.78582228,373.0,634.0
119,24.86766184,68.0,116.0
120,25.0278604,137.0,233.0
121,25.08181412,225.0,382.0
122,25.26202031,98.0,167.0
123,25.26497238,173.0,294.0
124,25.27154187,75.0,128.0
125,25.39706159,50.0,85.0
126,25.53615506,83.0,141.0
127,25.53716756,120.0,204.0
128,25.61698404,58.0,99.0
129,25.93930578,490.0,833.0
130,26.08391739,109.0,185.0
131,26.23550025,86.0,146.0
132,26.33320218,106.0,180.0
133,26.38848434,132.0,224.0
134,26.46475005,170.0,289.0
135,26.7597993,50.0,85.0
136,27.0243657,411.0,699.0
137,27.04219559,255.0,434.0
138,27.37194589,137.0,233.0
139,27.40047871,121.0,206.0
140,27.72841408,81.0,138.0
141,27.80656142,74.0,126.0
142,28.05462132,449.0,763.0
143,28.70460142,115.0,196.0
