event_numbers, total_energy (keV), ch1_energy, ch2_energy, ch3_energy, ch4_energy, time_stamp (sec)
1,75006,13114,24796,18341,18755,0.02845806
2,158949,13691,65292,13255,66711,0.18122705
3,141727,35979,26412,20720,58616,0.45066052
4,349659,175883,38852,69247,65677,0.55424502
5,411747,62760,131457,59480,158050,0.78796762
6,96404,14921,36993,22025,22465,0.96106975
7,200544,69065,20988,17566,92925,1.04488046
8,70927,14958,11289,6489,38191,1.05462874
9,125251,9715,52028,10832,52676,1.09592162
10,51880,4718,25548,10619,10995,1.43926200
11,82320,26250,16323,18657,21090,1.62381061
12,56565,29148,4806,16015,6596,1.64482253
13,104753,15417,40669,32231,16436,1.82673954
14,66785,18633,11667,27375,9110,2.09918308
15,63764,16557,15904,17117,14186,2.71460302
16,80577,35177,8003,28143,9254,3.58970874
17,94862,18322,28363,17001,31176,3.83634779
18,64519,14921,17171,15673,16754,3.89566036
19,75899,11614,22529,9484,32272,3.91947318
20,194791,58146,37118,66506,33021,3.92569628
21,110396,27283,16927,54747,11439,3.99625222
22,462187,66816,181623,138371,75377,4.02327237
23,83004,7482,43604,20080,11838,4.03891376
24,98400,20569,29087,23124,25620,5.01907732
25,115612,10828,60055,27978,16751,5.70357264
26,181426,33358,59107,53574,35387,6.00185467
27,106469,23214,24643,15931,42681,6.13949623
28,48924,9377,9735,4378,25434,6.23135795
29,106940,9783,55400,26394,15363,6.32484991
30,85630,28484,14212,16019,26915,6.56109645
31,75478,15589,22441,18570,18878,6.57026220
32,116139,61624,11176,24184,19155,6.57630876
33,115989,28991,17098,11279,58621,6.77263547
34,175210,50210,21760,16181,87059,6.93783753
35,86576,46256,8591,14361,17368,7.31124068
36,78311,32890,6377,6133,32911,7.38667673
37,158866,75179,16948,20780,45959,7.39815263
38,354247,55740,93728,41503,163276,7.43016824
39,139032,28464,42248,35154,33166,7.59239771
40,75432,7509,26518,34720,6685,7.73029425
41,150695,51120,16310,13385,69880,7.86431465
42,267115,109948,29042,95653,32472,8.09430028
43,76526,6455,34831,7032,28208,8.19512546
44,72380,35757,6342,8335,21946,8.81102476
45,146385,28326,37309,58178,22572,8.90153994
46,65876,16531,9682,5758,33905,9.42636015
47,105434,13596,31682,49207,10949,9.58163836
48,58899,14136,11908,8387,24468,9.87500614
49,161897,18629,52277,14324,76667,10.20136250
50,113715,17055,35002,47312,14346,10.26596787
51,223429,32705,84413,72080,34231,10.37175804
52,80543,27257,12548,27429,13309,10.43850597
53,45081,3824,21719,14535,5003,10.68584204
54,146702,29783,45522,40461,30936,10.86733339
55,270595,58652,63321,78852,69770,10.87645802
56,188289,23399,80906,55029,28955,11.23707691
57,143683,49269,19393,57505,17516,11.38310616
58,126608,15100,52808,41087,17613,11.40385935
59,154476,64480,14977,16625,58394,11.42133524
60,46405,8958,14026,10507,12914,11.75202225
61,98960,12801,28366,47786,10007,11.87653500
62,95905,42416,12109,16684,24696,12.15484810
63,116299,10244,41623,9967,54465,12.30692572
64,81524,18652,20035,13434,29403,12.32470062
65,351502,146360,39503,44661,120978,12.34866750
66,58511,4745,24986,4787,23993,12.57501627
67,93420,33684,13233,13494,33009,12.61231261
68,59405,7522,26923,11705,13255,12.65532124
69,126941,12184,54146,46263,14348,12.75958339
70,52516,5164,22739,19215,5398,12.99034691
71,70456,18204,17441,16932,17879,13.27889142
72,319508,37741,124452,40088,117227,13.38864164
73,90523,27216,13494,10989,38824,13.43394543
74,173499,44371,34572,66771,27785,13.61164258
75,129695,15124,62843,23586,28142,13.76342280
76,130817,45181,13118,60324,12194,13.92773922
77,53504,9349,10862,28308,4985,14.04041193
78,42539,14396,7683,11332,9128,14.73523985
79,103893,21468,18067,53081,11277,14.84667417
80,455948,184487,46719,49968,174774,15.16214243
81,94854,20587,25582,29712,18973,15.37332522
82,222365,21157,84044,20759,96405,15.44004901
83,172514,68793,15721,14886,73114,15.58605304
84,117479,15842,38423,13386,49828,15.73413473
85,81521,8821,40948,13710,18042,15.93748131
86,128066,34731,26873,40362,26100,16.07923234
