event_numbers, total_energy (keV), ch1_energy, ch2_energy, ch3_energy, ch4_energy, time_stamp (sec)
1,321395,88356,62867,55093,115079,0.17679229
2,113611,16274,46848,21687,28802,0.38164291
3,94289,15008,36881,24008,18392,0.43868113
4,160245,19289,44376,80849,15731,0.61945272
5,52889,11770,13936,10285,16898,0.78159590
6,280491,45870,60932,144576,29113,0.86305657
7,329396,47067,102309,42422,137598,1.00835055
8,99663,32656,19544,21366,26097,1.01364995
9,82124,18631,22660,18783,22050,1.26652290
10,117144,12296,50747,38955,15146,1.29059432
11,80605,11529,25037,34562,9477,1.57863210
12,199478,24462,63788,90748,20480,1.70538024
13,55295,14105,11271,20894,9025,1.70796673
14,580970,79411,225912,89143,186504,1.82748773
15,94902,19803,27725,23863,23511,2.33571189
16,118608,25847,30197,42119,20445,2.54081127
17,189162,68071,29604,33943,57544,3.58982552
18,61119,12414,17192,11091,20422,3.77956217
19,125350,32425,17288,11925,63712,4.48199375
20,212532,49032,58329,46749,58422,4.49735047
21,45774,4543,17481,19623,4127,4.72567491
22,122119,54364,10663,45955,11137,4.75437480
23,110232,28473,27657,23105,30997,4.77216870
24,127579,31197,33001,30629,32752,4.91242027
25,191339,22098,90195,48294,30752,4.94039715
26,114429,12741,48893,37782,15013,5.54048159
27,45026,19298,3386,3314,19028,5.70151900
28,520635,226707,61199,151561,81168,6.00201614
29,116741,21462,23314,11240,60725,6.27755905
30,249132,123122,28383,48298,49329,6.59309360
31,368532,44072,161666,109572,53222,6.63120819
32,565142,83108,210454,183957,87623,6.63230490
33,56724,13920,11578,8221,23005,6.63881807
34,102568,34210,11123,8644,48591,6.67553892
35,72690,34176,6182,7896,24436,6.67792544
36,130423,14038,58158,40123,18104,6.81922320
37,147033,28121,43871,25189,49852,6.90858545
38,78677,28984,10543,9549,29601,7.15491509
39,123811,40848,21406,39187,22370,7.21237324
40,91338,12312,29961,12072,36993,7.30800605
41,102736,36471,9783,48054,8428,7.42888411
42,54867,12938,12365,9215,20349,7.52478604
43,430026,110728,99643,87986,131669,7.61135353
44,181725,33013,36146,92872,19694,7.99044700
45,80736,31557,7245,7264,34670,8.11242736
46,168023,41218,24232,84843,17730,8.48468052
47,57815,17908,8280,6882,24745,8.70976144
48,163162,69753,21568,43048,28793,8.75393082
49,65095,11079,22613,12779,18624,8.85277343
50,926370,205813,235138,150154,335265,8.86659756
51,210404,48705,51916,38397,71386,9.31650736
52,86529,34393,9590,10000,32546,9.34169132
53,40342,14630,3488,19229,2995,9.39827109
54,57628,9706,19312,18719,9891,9.74943554
55,55967,12733,14849,11161,17224,9.85946842
56,127509,12223,52335,50428,12523,9.86885342
57,102996,34773,18903,21148,28172,10.00523905
58,137615,34490,25292,18917,58916,10.13224194
59,44829,4918,14598,3805,21508,10.16173176
60,123431,48376,19033,28891,27131,10.45195342
61,58982,4825,26123,4947,23087,10.65810422
62,57135,14166,14976,11889,16104,10.88396472
63,54135,10866,15333,18062,9874,10.98680562
64,123855,24248,23654,12680,63273,11.03303263
65,61532,21117,11166,12458,16791,11.18807985
66,86097,12190,35664,20897,17346,11.32077503
67,83082,34818,10593,12230,25441,11.67578569
68,103865,43795,14138,27325,18607,11.90152694
69,126075,18417,30827,11725,65106,11.93577003
70,376145,56745,101277,42316,175807,12.19631303
71,262261,41279,99027,81370,40585,12.24818562
72,135277,38415,16682,12290,67890,12.43599002
73,114276,15304,47835,19277,31860,12.58856209
74,136391,12527,56664,53617,13583,12.62551301
75,164379,22446,71479,29945,40509,12.68323425
76,358998,108148,62778,132420,55652,12.87962453
77,90798,24279,12006,8447,46066,13.17263611
78,411993,137022,77836,92896,104239,13.24088017
79,199302,79057,26358,38448,55439,13.35796037
80,64724,28908,7774,16201,11841,13.40200709
81,104579,12073,45825,30773,15908,13.44307638
82,320976,119911,33072,28793,139200,13.72228348
83,68657,4967,29789,28211,5690,13.77552136
