event_numbers, total_energy (keV), ch1_energy, ch2_energy, ch3_energy, ch4_energy, time_stamp (sec)
1,126887,20990,37611,50134,18152,0.29957665
2,239182,85130,37408,76646,39998,0.31566301
3,219132,64355,35016,89260,30501,0.74415509
4,287493,42068,108326,46455,90644,0.79415673
5,60064,28854,6699,11391,13120,0.86970155
6,250522,79908,47757,61002,61855,1.10779211
7,614749,214519,114972,174076,111182,1.11865558
8,436907,100495,108581,82782,145049,1.48393574
9,56125,6775,24323,15751,9276,1.85459879
10,129505,22632,33216,18677,54980,2.03277006
11,143284,61786,18951,37398,25149,2.43164312
12,270808,93363,48325,57651,71469,2.76918411
13,72338,27384,11424,18494,15036,3.02620008
14,231224,63298,41129,93851,32946,3.45131699
15,439020,190054,42978,52989,152999,3.48076386
16,71899,11221,19647,32993,8038,3.60349725
17,52511,3607,22594,4050,22260,3.79478170
18,109511,13850,37449,46286,11926,3.86328024
19,50946,23740,5612,12896,8698,3.93652024
20,100397,22573,24182,37633,16009,4.79121261
21,103553,21169,18074,9570,54740,4.89791914
22,467786,197665,50007,58348,161766,5.40664401
23,69900,20761,10494,30790,7855,5.57286494
24,92234,8508,40730,9041,33955,5.74423678
25,128347,24124,37602,46139,20482,6.25685120
26,161021,74506,17571,22062,46882,6.43585201
27,63676,27196,7754,17904,10822,6.55491513
28,56861,8514,17087,23745,7515,6.55858894
29,298447,73277,76497,63302,85371,6.66165230
30,59599,29903,5756,16642,7298,6.66433425
31,187904,77033,18393,73873,18605,6.80975382
32,198251,80335,17834,17377,82705,6.81864965
33,149570,17506,71949,31388,28727,6.86610852
34,132917,35939,19325,14514,63139,6.89948621
35,83950,19343,23284,18747,22576,6.99785499
36,143478,40571,30309,29328,43270,7.01093593
37,89110,25846,17778,29869,15617,7.70827712
38,120403,44259,11385,10670,54089,7.85899579
39,54659,17639,8904,8581,19535,7.91465514
40,66935,7769,30326,19561,9279,7.98938037
41,163374,35395,44134,52892,30953,8.08539614
42,136645,27341,40596,43032,25676,8.16650032
43,81674,35381,10168,13549,22576,8.86182157
44,93434,22627,24048,27519,19240,9.04034478
45,86448,17312,19601,39047,10488,9.15266518
46,54301,18984,8602,16497,10218,9.36376610
47,68618,8551,29624,19426,11017,9.36738040
48,113164,56744,11581,29086,15753,9.45447299
49,64954,6179,32850,18031,7894,9.94842905
50,245772,100777,27430,30455,87110,10.41593831
51,97159,10444,32394,8371,45950,10.74109603
52,59006,7820,23407,19490,8289,11.24083509
53,78937,21766,17640,22694,16837,11.75748086
