event_numbers, total_energy (keV), ch1_energy, ch2_energy, ch3_energy, ch4_energy, time_stamp (sec)
1,376836,66015,115619,137848,57354,0.15951729
2,108479,14545,36295,13393,44246,0.21693191
3,199783,30653,64019,75968,29143,0.45401851
4,90378,27060,14199,36473,12646,0.46187142
5,53579,4331,24410,20002,4836,0.84646598
6,342120,34344,163368,98044,46364,0.89037173
7,137220,11434,60507,13179,52100,1.15495702
8,89455,19787,19907,37061,12700,1.22134268
9,127412,48282,17210,17515,44405,1.80696748
10,118122,36021,22817,38866,20418,2.15842510
11,94267,12872,40453,18640,22302,2.33028329
12,87549,8958,42570,24919,11102,2.36015658
13,527023,56193,223637,178341,68852,2.78951635
14,83578,24484,17647,23067,18380,3.29474356
15,68861,9170,23749,9051,26891,3.32178157
16,215548,89291,19639,86704,19914,3.54372903
17,134595,34812,24458,55925,19400,3.76837744
18,74176,28711,10266,23894,11305,4.10243683
19,261518,30568,126249,53207,51494,4.20370704
20,56373,8716,21979,12283,13395,4.31455303
21,270808,118233,34865,46192,71518,4.34713428
22,145372,14441,51404,12976,66551,4.39881039
23,83091,7801,37983,28872,8435,4.97250356
24,66828,13529,13662,32421,7216,5.01402970
25,172299,22785,72264,46942,30308,5.01524621
26,63734,12671,11638,6540,32885,5.32616809
27,42193,3824,21953,9868,6548,5.37186479
28,51271,16608,10130,11553,12980,5.42342358
29,80453,24688,9498,6862,39405,5.61273730
30,125598,12714,54184,45353,13347,5.86181424
31,55203,9616,18359,18443,8785,6.08795700
32,141169,37216,30788,45972,27193,6.22702638
33,766804,129902,243801,272384,120717,6.52984300
34,388042,99512,86817,75022,126691,6.77488225
35,182316,22058,52408,90396,17454,7.05324337
36,142638,52301,21344,24189,44804,7.05999975
37,64081,15501,16403,15512,16665,7.08836488
38,111530,22258,33106,36649,19517,7.31275526
39,176916,42221,43528,59910,31257,7.41863249
40,85122,17173,15551,8606,43792,7.90734986
41,124626,13766,41238,58145,11477,7.99906310
42,137847,34285,19478,70778,13306,8.39263488
43,106645,33791,19997,18785,34072,8.74685357
44,159509,29318,53899,33245,43047,8.79268647
45,185118,26070,79411,42789,36848,8.82591145
46,170878,73865,19115,55136,22762,8.84292273
47,132082,22544,42484,21629,45425,8.93962253
48,56058,5657,24249,20101,6051,9.22657435
49,283911,36675,81820,28709,136707,9.46982368
50,71464,10581,29256,15081,16546,9.48036233
51,441955,55525,164053,168651,53726,9.58211116
52,618165,83459,220514,236489,77703,9.58272488
53,51209,25570,5473,11983,8183,9.61291585
54,66577,30274,8224,16315,11764,9.75712985
55,95073,19383,27756,28859,19075,9.80119729
56,52779,13003,13962,15116,10698,9.84232631
57,234704,68423,43400,85844,37037,10.04103860
58,76790,19588,11228,7856,38118,10.04297176
59,63527,22286,8165,7663,25413,10.23255826
60,634046,76154,234913,72496,250483,10.50367354
61,330863,44503,118117,129192,39051,10.73075436
62,101517,12603,44047,29259,15608,11.09710359
63,111389,10855,41098,10185,49251,11.10392176
64,146872,29381,29525,71217,16749,11.30966830
65,60626,22804,9679,15502,12641,12.04715770
66,62593,25793,8168,8713,19919,12.39982224
67,169378,71319,24204,42410,31445,12.58575211
68,64072,15374,16515,19214,12969,12.74043848
69,400416,43370,191575,98827,66644,13.11637704
70,111333,16057,44842,19664,30770,13.20125960
71,139175,25698,46155,35596,31726,13.75447882
72,150472,20327,60876,26151,43118,13.90413553
73,140260,11928,64941,49655,13736,13.94158722
74,66420,30704,5392,6074,24250,14.01736873
75,71743,15131,21630,17174,17808,14.06189953
76,90876,20845,16902,42518,10611,14.24788183
77,190373,84923,17449,69665,18336,14.50640307
78,65598,30564,6855,8526,19653,14.68731759
79,81683,11481,26563,11170,32469,14.90355524
80,49037,5234,19867,5541,18395,15.34210689
81,85447,16065,28751,18979,21652,15.44900510
82,138036,38652,29359,41751,28274,15.60345231
83,128717,62493,13940,35596,16688,15.77573430
84,63033,16267,10355,7269,29142,15.81002253
85,82319,30060,10443,32346,9470,15.82650178
86,225593,93574,28476,31679,71864,15.94366521
87,377022,78420,77698,45467,175437,16.59332564
88,104543,54973,10054,23022,16494,17.38614123
89,90665,10890,39951,14592,25232,17.43262349
90,382830,65748,104092,169108,43882,18.00381211
91,115803,13322,51477,15902,35102,18.53342282
92,247622,47394,73705,84968,41555,18.61190054
93,192651,92738,23268,34651,41994,18.80270962
94,265486,36066,95900,108697,24823,19.16998026
95,114300,10926,61221,20055,22098,19.24145090
96,282652,65331,46848,28534,141939,19.55803075
97,132496,16388,57259,37358,21491,20.36180730
98,350088,75661,96617,106319,71491,20.49392427
99,104313,29485,20810,36443,17575,20.61683064
100,350927,52406,92994,36791,168736,20.69218239
101,136628,15066,68705,21362,31495,20.81994587
102,112403,57900,10853,27168,16482,20.89430398
103,81267,35488,9808,23930,12041,21.66329539
104,128347,20357,42634,19965,45391,21.95161817
105,609817,205929,93687,219950,90251,22.00379864
106,54324,12146,12049,23072,7057,22.01211333
107,136844,20737,50705,22122,43280,22.12169923
108,76590,16285,20432,27046,12827,22.16973322
109,56546,18769,10715,15545,11517,22.28991892
110,95118,7105,47156,11113,29744,22.46893822
111,49300,23106,5733,9509,10952,22.51680332
112,156185,71470,18235,41077,25403,22.76174359
113,52061,16313,10198,15147,10403,22.76294359
114,78306,10416,32167,22838,12885,23.00461612
115,115442,30494,22313,18082,44553,23.02857300
116,237183,78445,33998,33040,91700,23.07450256
117,195390,53969,41949,58861,40611,23.18768846
118,143833,74568,14654,22279,32332,23.63296867
119,139099,23878,29974,14760,70487,23.70496249
120,60848,18343,12650,13986,15869,23.80509837
121,123975,59219,10817,41517,12422,24.10651312
122,61368,5569,29375,6625,19799,24.13200067
123,87977,23197,18086,14712,31982,24.31010433
124,52986,5178,26422,7141,14245,24.36820442
125,287581,85481,44963,116886,40251,24.60564100
126,76120,30815,10412,21982,12911,24.65659503
127,78543,35367,7389,27480,8307,24.68928167
128,455023,107626,87423,49556,210418,24.73721303
129,423527,46605,199744,70379,106799,24.91178302
130,131328,61277,11540,14106,44405,25.06427103
131,66203,35681,6109,11490,12923,25.08207549
132,71914,25594,11987,19896,14437,25.18221932
133,85694,23551,18990,19203,23950,25.33524127
134,148800,30708,37820,55785,24487,25.43128712
135,110552,21510,20419,10197,58426,25.65843762
136,69843,22830,11993,12124,22896,25.85851586
137,114879,37069,22715,29443,25652,25.89743859
138,70746,10219,18955,34352,7220,26.30830001
139,44480,13131,9433,12259,9657,26.42715127
140,91336,19722,23896,16397,31321,26.79936905
141,141902,25135,48549,31323,36895,26.86942749
142,59435,31258,5330,8024,14823,26.95608468
143,148226,12496,61911,13216,60603,26.99379910
144,48491,25977,4382,7371,10761,27.31491496
145,240351,50753,70812,62292,56494,27.44284558
146,82075,31444,11474,12156,27001,27.51979971
147,358285,175574,38792,66830,77089,27.52755830
148,282899,27282,141449,43309,70859,27.57643633
149,228135,113458,25789,38400,50488,27.93431773
150,166816,13346,72560,66056,14854,28.04446754
151,143628,67735,17201,32708,25984,28.20371035
152,73914,15544,13397,8367,36606,28.44553587
153,146226,23873,32102,74647,15604,28.63127983
154,77363,19924,15093,30500,11846,28.79413946
155,91854,27159,10801,45722,8172,28.88637750
156,148340,38462,26321,20226,63331,29.09255906
157,56636,11709,14935,9482,20510,29.15304725
158,90226,13106,32241,13320,31559,29.29916198
159,662545,80126,253088,242760,86571,29.52709912
160,63512,33218,6455,11145,12694,29.55798857
161,607111,90781,220922,100236,195172,29.58326345
162,103123,26442,17391,12425,46865,29.90811607
163,95696,22630,18574,12790,41702,29.94335538
164,142320,28727,44019,29495,40079,30.48338355
165,26517,7104,5442,7908,6063,30.57367447
166,93930,24618,19931,17196,32185,30.59039363
167,105939,48226,10445,12298,34970,31.14033632
168,120526,36778,14592,57319,11837,31.39755884
169,157707,45491,24016,68804,19396,31.74882000
170,68587,35382,6409,17870,8926,31.82628689
171,50321,10130,14517,13074,12600,32.00522366
172,97042,20324,21020,43508,12190,32.05767916
173,38652,17541,3018,3431,14662,32.21421097
174,90650,30555,15372,27513,17210,32.52652581
175,72301,18158,15690,11597,26856,32.59583203
176,516358,95413,122244,238124,60577,32.64741154
177,125059,50466,10843,10008,53742,32.97121633
178,243119,34460,78490,100978,29191,33.52698553
179,55826,20591,7077,21052,7106,33.95494309
180,155569,30213,46501,52593,26262,34.00071187
181,268720,109423,33543,88670,37084,34.08792173
182,53733,8486,19338,15798,10111,34.66435271
183,360016,42743,169891,61597,85785,34.66447077
184,82053,21734,15000,33372,11947,34.71631770
185,95568,9256,49092,13942,23278,34.84428873
186,78503,18420,15556,33819,10708,35.25348785
187,297851,55826,87451,106214,48360,35.27805462
188,63328,16265,11116,7656,28291,35.46671988
189,520797,204669,55875,55688,204565,35.52636024
190,48884,13968,6378,4685,23853,35.53527141
191,86365,11503,35415,13215,26232,35.70425143
192,127339,24882,41111,29772,31574,35.71642739
193,319903,33513,149782,97045,39563,36.42473214
194,89301,18851,23047,15454,31949,36.52239725
195,70265,13704,15270,8074,33217,36.55333950
196,76650,39156,7477,10497,19520,36.60437961
197,67474,13715,19298,21078,13383,37.15173900
198,45088,11787,6166,3705,23430,37.17868690
199,498021,184441,76232,87350,149998,37.32534745
200,142277,21784,52873,31688,35932,37.80037516
201,52296,13663,10685,8347,19601,37.98303046
202,162879,15580,60172,72506,14621,38.13246783
203,96539,22178,20157,41475,12729,39.18705354
204,74009,38501,6383,8915,20210,39.26750462
205,323802,95578,51591,131366,45267,39.32232430
206,302728,69862,50352,31265,151249,39.54539211
207,220593,18151,93521,19430,89491,39.58178158
208,70558,12374,22734,23074,12376,39.70167380
209,141342,13770,70531,39314,17727,39.82574104
210,48510,16572,8538,13088,10312,39.89869043
211,58686,20099,10685,11860,16042,40.17530240
212,87641,13489,33889,20095,20168,40.24762263
213,110405,12718,51896,25628,20163,40.46884313
214,136682,15989,61099,40122,19472,40.62452272
215,66680,26291,6330,6245,27814,40.62864028
216,74920,9314,25170,32863,7573,40.95241679
217,68430,19508,14850,18645,15427,41.26451507
218,101935,10118,44902,35426,11489,41.39118739
219,192603,49164,26279,98560,18600,41.46487157
220,158130,24936,50752,59778,22664,41.58304878
221,154391,32531,26357,78738,16765,41.58772740
222,201366,55083,38616,75453,32214,41.91344197
223,111923,9745,51541,11240,39397,41.93522500
224,81791,14717,16551,41852,8671,42.18179097
225,65916,16358,16652,17216,15690,42.18590200
226,386276,110011,53132,183182,39951,42.82208106
227,100777,39868,10055,14280,36574,43.00375823
228,85638,28084,14503,15080,27971,43.11044668
229,327883,60974,84734,34805,147370,43.42796058
230,182051,30507,62992,53779,34773,43.46704870
231,272250,52773,87620,54960,76897,43.50287408
232,390648,51155,140165,149991,49337,43.77884570
233,126785,66197,13334,23041,24213,43.91432677
234,465242,76963,169729,129238,89312,43.99017371
235,53173,13961,11906,16669,10637,44.12757437
236,66756,33092,7293,12360,14011,44.22274339
237,162580,46400,35227,43081,37872,44.27199430
238,113599,39466,13563,11784,48786,44.81480851
239,67285,25870,8089,25120,8206,44.92724197
240,92612,16913,24104,38260,13335,44.93381292
241,60395,12574,9807,5481,32533,44.99080185
242,168821,75344,18023,21426,54028,45.16131248
243,350684,37343,174240,76590,62511,45.21425705
244,85257,42027,9413,17225,16592,45.23875329
245,43486,4331,14601,3559,20995,45.33502577
246,181316,57053,28801,27529,67933,45.48770610
247,67963,10014,17010,6575,34364,45.76300544
248,69206,8337,31487,15266,14116,45.92074789
249,176021,24180,61809,66586,23446,46.17480816
250,58420,16382,11838,10082,20118,46.21287265
251,47035,20232,4480,17341,4982,46.34357943
252,124593,22417,27659,60053,14464,46.61599859
253,49727,12141,11704,10243,15639,46.61733613
254,241851,19766,104846,22701,94538,46.69203060
255,305591,79034,44900,31776,149881,46.70166789
256,496626,207233,51484,177243,60666,46.86180790
257,304185,46096,79696,33260,145133,47.29077090
258,150756,13331,69139,53857,14429,47.42721237
259,77627,21071,17564,18902,20090,47.50409036
260,323580,45908,129364,52926,95382,47.63575629
261,575264,86212,220699,100580,167773,47.63615902
262,111011,34416,15715,13181,47699,47.68158474
263,87085,13208,33306,24582,15989,47.71041302
264,70070,12943,23419,18458,15250,47.87921684
265,102097,16155,39842,22039,24061,47.90264622
266,181615,29825,66115,35379,50296,48.13053717
267,88284,22396,21462,19053,25373,48.55978579
268,116542,52915,11263,12868,39496,49.12669716
269,63734,24006,5709,28277,5742,49.62918781
270,67914,15998,12818,9300,29798,49.86526142
271,295682,73526,75086,81521,65549,50.10116445
272,49731,8190,14503,20685,6353,50.27256392
273,81756,41508,8736,13369,18143,50.50621490
274,49187,4334,20323,6166,18364,50.68106084
275,52030,8750,11017,26842,5421,50.74819250
276,245302,40679,84049,44464,76110,50.88581568
277,260162,31092,86417,27071,115582,51.37320404
278,410722,139978,60384,134022,76338,51.72292027
279,96235,10913,43547,27581,14194,51.77772022
280,74758,11012,29601,16261,17884,51.87000640
281,70893,28348,10440,18950,13155,51.92335056
282,850152,111217,279501,161473,297961,52.06890546
283,56906,24409,7052,15879,9566,52.09177491
284,132101,12384,66962,17912,34843,52.15868936
285,226661,24304,92909,84127,25321,52.33604124
286,52846,8486,12566,26231,5563,52.44834398
287,54894,12036,15625,13047,14186,52.48092454
288,310717,58073,77785,130857,44002,52.50945342
289,118644,27451,22953,52895,15345,52.87687090
290,97736,41314,14139,18727,23556,53.19273913
291,175838,36372,52107,44447,42912,53.44140914
292,314309,56274,69018,35968,153049,53.47740149
293,547027,117745,153957,114083,161242,54.10489741
294,123512,10116,51528,51657,10211,54.17597811
295,160777,81834,15059,21093,42791,54.17958518
296,106249,10798,49168,15405,30878,54.30430350
297,304455,34112,148972,69873,51498,54.32716380
298,79956,13891,19611,37326,9128,54.48422961
299,121689,10269,51373,10737,49310,54.57325972
300,88944,13439,35384,22702,17419,54.59663678
301,122566,17324,42765,17208,45269,54.75026354
302,122326,65464,11954,20118,24790,54.76905456
303,366185,65418,125863,88534,86370,54.81858379
304,640233,105655,238281,148360,147937,55.14409355
305,76902,27069,7920,7120,34793,55.22254605
306,45103,21493,3914,15501,4195,55.42100427
307,370129,39196,162334,46138,122461,55.44504508
308,130185,11699,51153,10695,56638,55.52562021
309,67820,23167,10240,10273,24140,55.57795580
310,83177,30700,10769,31189,10519,55.65650420
311,107522,11531,53515,25851,16625,55.76591891
312,55620,14964,12565,11235,16856,55.96606498
313,72631,22303,14895,15092,20341,56.24849958
314,123192,16329,43899,47001,15963,56.35868629
315,62164,31797,6521,13435,10411,56.43673732
316,84658,19262,13548,8110,43738,56.51695838
317,73459,20873,9191,36093,7302,56.60714914
318,44613,10312,12243,12524,9534,56.72926217
319,108431,27793,24520,35329,20789,56.90262810
320,84312,9487,27004,40224,7597,57.03170291
321,60579,5338,23714,4552,26975,57.55743681
322,113089,45303,10136,9480,48170,57.78898276
323,130105,34051,26920,47453,21681,59.14156464
324,322056,97263,66472,81504,76817,59.54283845
325,79325,11484,19948,8091,39802,59.54719845
326,578789,215527,96226,137367,129669,59.72174817
327,178682,68620,19833,19853,70376,60.69891275
328,56059,12435,14521,10872,18231,60.70464222
329,73382,11653,27566,13960,20203,60.82697015
330,119207,29584,27759,41922,19942,61.00506561
331,157158,50073,30925,32544,43616,61.03828197
332,156472,14979,82975,29172,29346,61.14063464
333,123438,26821,27670,51408,17539,61.18023642
334,58733,22906,7526,20051,8250,61.20484449
335,88866,17302,26272,30481,14811,61.22066061
336,147487,59168,21077,43378,23864,61.31333541
337,70885,22824,10252,28162,9647,61.65310220
338,107737,11527,55798,22764,17648,61.93034005
339,58983,9307,21159,11072,17445,61.98923751
340,97205,9102,41454,9362,37287,62.16772175
341,182813,38943,53720,50808,39342,62.36532767
342,100274,9492,51762,25449,13571,62.42248355
343,279248,122999,34778,75368,46103,62.80256132
344,66676,25411,7791,25817,7657,63.29724682
345,70905,27241,10413,20629,12622,63.52567114
346,60749,6786,25011,21564,7388,63.62212018
347,96929,11815,44560,19139,21415,63.64882588
348,139202,55296,19839,42970,21097,63.88651224
349,57845,6619,25327,8157,17742,64.05320558
350,110972,40231,14357,43396,12988,64.15799792
351,245956,66676,56325,65271,57684,64.30290766
352,89822,42654,9659,25061,12448,64.86228249
353,86839,10070,28043,8308,40418,64.91721930
354,89630,32130,14005,26948,16547,65.29091467
355,447096,56145,147702,195221,48028,65.66190256
356,63109,7131,27205,8460,20313,65.95329312
357,63662,18155,12750,20248,12509,65.96511453
358,103335,26483,23299,20562,32991,66.09185746
359,87409,21818,22208,19152,24231,66.41383041
