event_numbers, total_energy (keV), ch1_energy, ch2_energy, ch3_energy, ch4_energy, time_stamp (sec)
1,60749,6818,23882,23241,6808,0.09142225
2,507255,51843,206918,192622,55872,0.21136608
3,68308,9607,27256,11874,19571,0.39162475
4,68679,20655,13338,21903,12783,0.47983937
5,65853,6139,35373,10748,13593,0.55885487
6,97981,8794,50188,26755,12244,0.60710671
7,77348,31748,7356,30707,7537,1.09435022
8,115393,58341,12616,20426,24010,1.31460105
9,170271,23976,43433,17018,85844,1.44483919
10,39569,3766,18256,6685,10862,1.69930555
11,72779,36668,7222,19558,9331,1.88050261
12,224356,54405,56806,45601,67544,2.01242185
13,329058,74730,74241,129257,50830,2.16206911
14,188909,90059,18262,22979,57609,2.55983160
15,53085,25239,4388,18592,4866,2.56593113
16,106620,31937,16722,43486,14475,2.58491321
17,129865,26247,39940,32053,31625,2.61355661
18,82457,28941,11449,30740,11327,2.75643494
19,475142,48968,187722,189934,48518,2.75733808
20,431382,128355,80196,73627,149204,3.16613033
21,248187,41248,67826,108540,30573,3.51189088
22,89263,22542,20073,31528,15120,3.61658878
23,191151,81354,20211,24547,65039,3.91957103
24,211682,25629,99276,54159,32618,4.13495656
25,252755,26555,127564,37621,61015,4.25853541
26,85638,14454,27698,13196,30290,4.33238211
27,51211,5582,15426,25306,4897,4.50653018
28,88768,46761,8589,13896,19522,4.96966607
29,70184,19782,8798,6031,35573,5.21146977
30,78508,16103,13985,40825,7595,5.69730582
31,90783,14918,25818,37278,12769,5.77459904
32,72760,30986,5641,5413,30720,6.07974398
33,67412,29891,8495,14394,14632,6.17387533
34,89617,7696,46816,23398,11707,6.17583829
35,91198,7894,42423,9239,31642,6.17945394
36,187392,54997,23761,89443,19191,6.33326332
37,108233,21210,33628,21314,32081,6.34569337
38,81316,14701,21051,11641,33923,6.66977474
39,121747,25360,25114,14125,57148,7.31017560
40,40014,10588,5654,3584,20188,8.10380684
41,45239,4071,17622,3406,20140,8.26345060
42,197108,66869,36124,47952,46163,8.68972475
43,179758,30503,53260,69540,26455,9.38586040
44,484021,126080,87606,201908,68427,9.57826170
45,177848,15897,86235,20436,55280,9.77752842
46,49539,7957,16295,17647,7640,9.96810134
47,131217,15597,38661,11804,65155,10.92320652
48,121950,11808,64984,25760,19398,11.02949928
49,486657,56973,212648,72520,144516,11.24511275
50,114949,39711,17318,40738,17182,11.72591567
51,533015,179049,93178,136754,124034,12.16490708
52,58338,13742,14594,19885,10117,12.53122890
53,206154,16276,86737,85782,17359,12.88717116
54,69085,25104,8866,8208,26907,13.10972618
55,85352,9495,34144,32030,9683,13.25609341
56,772280,99376,291099,281225,100580,13.30943439
57,106881,17937,27249,13127,48568,13.33405410
58,97705,26090,15081,10626,45908,13.60511721
59,92905,13297,23999,46627,8982,14.81055297
60,301655,84527,49666,127826,39636,15.08371161
61,224675,55206,54546,70057,44866,15.35948878
62,210222,37273,73530,47397,52022,15.42937872
63,56303,27948,5205,6829,16321,15.51976066
64,181848,15857,94345,46558,25088,15.61141439
65,49439,16259,6358,5313,21509,15.92314246
66,58084,11400,14654,8881,23149,16.02697696
67,113137,10866,59725,24695,17851,16.06565301
68,46536,21673,4037,16487,4339,16.17366622
69,139895,43664,27897,40071,28263,16.27924004
70,78879,20897,17200,25101,15681,16.73618198
71,457144,51755,167829,44436,193124,17.32481706
72,156441,53836,24792,26173,51640,17.61575475
73,126033,63758,11919,17266,33090,17.89390938
74,57311,20462,5835,5059,25955,17.92602003
75,83681,26720,15980,16049,24932,18.03095917
76,484180,205353,50309,167499,61019,18.20227764
77,91770,11616,25931,8719,45504,18.26577832
78,54660,13139,11061,22269,8191,18.68218985
79,85898,20015,17987,35396,12500,18.85147575
80,78143,20820,10170,40211,6942,19.22099847
81,142508,27706,42391,48558,23853,19.23790324
82,79440,27012,10823,9955,31650,19.33233824
83,73605,15707,21177,17475,19246,19.92477853
84,74115,7258,25701,6312,34844,20.24463185
85,39964,12880,7179,8225,11680,20.74882252
86,53616,24854,6614,10452,11696,21.30921464
87,126772,52150,12636,12911,49075,21.32075056
88,180231,15528,73884,14762,76057,21.53727140
89,61519,10850,17062,8853,24754,21.56542383
90,99132,31163,19726,20537,27706,21.65615818
91,49085,15446,5734,4342,23563,21.98013006
92,464993,100705,94099,53106,217083,22.04085732
93,84155,24446,13874,35273,10562,22.14430095
94,166623,60878,27102,40147,38496,22.27868957
95,72864,8721,32067,10823,21253,22.60356058
96,135406,28392,33953,50965,22096,22.69223373
97,65346,8556,17065,6115,33610,22.73642308
98,47933,6330,17073,18805,5725,23.01866036
99,99168,10403,33686,46260,8819,23.18254780
100,63958,24567,5706,4922,28763,23.54669015
101,397026,150237,65204,80824,100761,23.81948425
102,58768,14082,13964,21632,9090,24.02712731
103,60046,15867,15048,16109,13022,24.07484632
104,70872,34025,8158,12167,16522,24.20950146
105,248001,104410,20356,21622,101613,24.29881498
106,95404,31937,17288,25402,20777,24.53093658
107,73940,15209,22627,15517,20587,24.63918797
108,57487,25897,6508,16723,8359,24.69068170
109,203582,20596,106676,33518,42792,24.79217376
110,242995,20733,101263,22165,98834,25.04677035
111,81347,16910,23489,24147,16801,25.26159465
112,334099,97744,52401,139777,44177,25.51591280
113,70301,14627,16152,30314,9208,25.57376164
114,110617,41634,17845,27466,23672,25.61465267
115,61001,29242,7109,10943,13707,25.65344346
116,102182,8486,46579,9542,37575,25.66303342
117,351348,77185,99832,95093,79238,25.89685549
118,56978,15301,11156,9016,21505,25.97063085
119,101158,34045,14584,38133,14396,26.28416473
120,145342,12597,58239,60958,13548,26.73146317
121,106371,19498,35750,24480,26643,27.23731895
122,101891,14145,43798,25238,18710,27.27792801
123,57902,6066,22276,7543,22017,27.55579767
124,263815,21802,110879,23357,107777,27.64945016
125,350068,46327,155420,77259,71062,27.71868555
126,165279,35381,30192,18770,80936,28.82971247
127,45273,12714,5868,3905,22786,28.92899297
128,114469,44806,16317,17665,35681,29.16194384
129,388094,143287,41668,37960,165179,29.38561355
130,45474,5064,21314,6118,12978,29.48174824
131,60448,27875,6258,7660,18655,29.50841873
132,50594,26209,4578,6554,13253,29.52154421
133,70472,22304,10439,28201,9528,29.60712110
134,90918,33118,14728,22190,20882,29.96031714
135,93684,44753,11022,17836,20073,29.99333320
136,293888,59716,52993,32629,148550,30.31451418
137,499509,118540,93287,231574,56108,30.37936385
138,162719,26011,54133,26631,55944,30.40435268
139,65903,16891,14958,12948,21106,30.74066147
140,109446,34574,13737,11720,49415,31.01630756
141,74627,6950,34020,26708,6949,31.19778260
142,211944,23535,107497,40398,40514,31.35826118
143,135990,42524,27006,34135,32325,31.51653552
144,101451,14359,32606,42396,12090,31.55461602
145,331303,68882,90151,59472,112798,32.01472901
146,434802,130962,88722,124131,90987,32.25914010
147,76644,12631,18945,9633,35435,32.34241350
148,71659,36542,7420,14247,13450,32.45579090
149,61218,6290,28899,7551,18478,32.51826574
150,92543,18055,25528,15578,33382,32.59501701
151,67980,9861,27761,12348,18010,32.87196796
152,211469,25115,91730,30302,64322,33.23650503
153,206886,23993,98857,48841,35195,33.71464993
154,803933,193902,107121,228198,274712,33.94045151
155,44932,20752,5386,10687,8107,33.95130745
156,128249,25122,23767,14782,64578,34.00798064
157,91033,8266,33423,7272,42072,34.11191257
158,119816,38986,17132,47623,16075,34.35832556
159,130516,63922,13979,19397,33218,34.36125437
160,201514,42635,34913,101501,22465,34.37042237
161,171184,45468,21909,87653,16154,35.00889090
162,75673,25971,8272,6905,34525,35.27753493
163,62722,6880,31801,13151,10890,35.57361338
164,819836,299386,118871,138851,262728,35.72724214
165,83133,12496,29214,15116,26307,35.85179896
166,121560,45279,12163,52305,11813,35.86531334
167,80735,27850,13152,25268,14465,35.90776797
168,89850,44798,7705,10678,26669,35.98995516
169,171565,39092,26744,16277,89452,36.07380488
170,419282,200529,46542,100799,71412,36.10035379
171,104124,14281,29952,11257,48634,36.44270834
172,105939,16095,31921,44538,13385,36.51916232
173,51505,9939,11170,24797,5599,37.05422989
174,69525,18743,14969,12713,23100,37.06763044
175,445383,46159,204792,126284,68148,37.13719695
176,96706,45951,10567,26010,14178,37.16389222
177,127316,41180,17670,52857,15609,37.16565671
178,112942,9180,47490,9082,47190,37.35093508
179,219917,44342,45852,102972,26751,37.39299250
180,65998,26173,6737,26508,6580,37.53675700
