event_numbers, total_energy (keV), ch1_energy, ch2_energy, ch3_energy, ch4_energy, time_stamp (sec)
1,78108,23200,12178,32738,9992,0.16829625
2,132128,46494,14109,12673,58852,0.17326883
3,88539,16673,16922,46060,8884,0.23137134
4,534279,74255,211203,144276,104545,0.28471579
5,154723,38622,21130,80071,14900,0.35630363
6,248379,128948,26704,44503,48224,0.37271135
7,88482,22560,13695,42710,9517,0.39772212
8,106040,8802,48487,9998,38753,0.51395042
9,79642,26672,15148,20128,17694,0.64252977
10,43639,21490,3478,4895,13776,1.45313387
11,61358,7499,28195,14536,11128,1.50464082
12,65265,10351,15229,6005,33680,1.60944372
13,118855,56626,13809,23824,24596,1.62031899
14,59638,8545,19845,23460,7788,1.74697130
15,119827,11865,61052,21085,25825,1.79414472
16,89314,17943,19466,10403,41502,2.05580775
17,180329,76097,14732,74113,15387,2.13001656
18,340031,138761,30758,140487,30025,2.21934000
19,58696,12817,16109,14785,14985,2.28499421
20,158729,66434,12684,12540,67071,2.40592228
21,344089,50201,145399,79957,68532,2.43067772
22,56235,23825,7941,13672,10797,2.69423318
23,57944,19305,10439,11344,16856,2.80052283
24,261210,51676,63058,40355,106121,2.88772635
25,498181,188977,57017,53349,198838,3.06665669
26,271353,22550,113498,111369,23936,3.22061747
27,450861,209951,52023,114021,74866,3.24065097
28,72658,13790,23594,18238,17036,3.41315441
29,388556,67658,132551,73800,114547,3.72049760
30,316572,43679,133553,56466,82874,3.77636655
31,58094,11890,13136,24639,8429,4.06727743
32,94159,9404,49956,17026,17773,4.09406789
33,53334,27390,4883,6621,14440,4.15730321
34,125140,13684,46458,13339,51659,4.31809072
35,422589,54372,126019,43064,199134,4.43364459
36,79766,18784,12741,39915,8326,4.71539602
37,63323,16595,14283,19894,12551,4.80602363
38,67321,13602,18267,10915,24537,4.90503062
39,58154,28815,4628,6375,18336,5.36038212
40,747831,278672,121367,188390,159402,5.64422514
41,71698,10950,20922,8448,31378,5.88140506
42,124955,14519,55461,17672,37303,5.99802830
43,143410,49169,23617,45092,25532,6.06023942
44,82025,17597,23496,15841,25091,6.10763185
45,62825,16165,15605,16809,14246,6.15235557
46,371042,157423,35135,37670,140814,6.44145673
47,53175,9256,10690,28186,5043,6.56238161
48,54446,7039,16162,5559,25686,6.75974590
49,394622,153994,58778,112309,69541,7.43626780
50,315781,41765,127718,46319,99979,7.82578752
51,755797,186822,162055,100359,306561,7.89444564
52,147231,30021,45667,39534,32009,7.91503974
53,419076,201806,47694,94945,74631,8.14537359
54,150569,20766,72310,20397,37096,8.26514326
55,129953,44519,15736,56334,13364,8.38406122
56,52777,14402,10420,8302,19653,8.56933972
57,99756,23893,15102,50317,10444,8.71125195
58,64204,22718,10748,16437,14301,8.92410454
59,50860,22796,6461,9529,12074,9.26128383
60,276583,116247,26689,27227,106420,9.42266033
61,174488,17871,75354,61332,19931,9.43852018
62,61168,23711,5623,5136,26698,9.52416693
63,131640,53038,11415,56704,10483,9.85993015
64,741519,100832,297267,153038,190382,9.87073857
65,130997,16620,40733,13914,59730,10.10282125
66,56209,24947,4987,5296,20979,10.49428792
67,218583,102743,19794,24882,71164,10.65399484
68,190262,64236,19263,23662,83101,10.75226407
69,204817,54038,31020,22779,96980,10.77722530
70,65658,7989,25854,8540,23275,10.86385452
71,243615,65570,53517,49819,74709,10.94050643
72,122752,24102,30945,48979,18726,11.00394437
73,91215,7351,38296,38305,7263,11.14751288
74,61689,12502,17650,20100,11437,11.35133266
75,58170,6249,23445,7140,21336,11.51958494
76,124459,27710,23473,15249,58027,12.13525994
77,249930,31151,109301,67144,42334,12.39519541
78,163128,50553,29563,56434,26578,12.52513375
79,61262,24777,6419,22911,7155,12.55140009
80,141884,24322,49425,39760,28377,12.79998507
81,353457,76828,91054,64141,121434,12.91403560
82,45031,2888,18578,19746,3819,13.03266214
83,57015,6245,24690,16735,9345,13.11655894
84,185713,57015,36809,37304,54585,13.29344393
85,54450,17710,10711,11038,14991,13.67036784
86,206193,71431,36382,50420,47960,14.01263415
87,39815,13463,6250,6318,13784,14.02190186
88,157131,30746,37252,22144,66989,14.16659106
89,29980,4768,10504,6333,8375,14.39213917
90,236980,54886,59293,79543,43258,14.55827821
91,67538,16958,14967,11976,23637,14.59766548
92,112285,18042,40641,31652,21950,14.76419430
93,176367,19714,69034,67663,19956,14.80871272
94,413154,46162,194850,105964,66178,15.24013649
95,453129,48796,214457,116465,73411,15.24019440
96,51723,11245,8968,5273,26237,15.36775184
97,262613,34566,91800,105320,30927,15.49714765
98,152710,42351,32245,30667,47447,15.83082877
99,68895,20929,8118,6241,33607,15.90830361
100,101489,10944,46419,16736,27390,15.96217548
101,70886,7037,34464,20109,9276,16.16550679
102,80193,37356,9540,18445,14852,16.19908978
103,74288,7677,30073,8471,28067,16.26970575
104,145380,15704,55595,15604,58477,16.29498030
105,82877,24181,12845,10403,35448,16.47588897
106,106210,39170,16226,18916,31898,16.70178241
107,72269,29395,10873,13794,18207,17.02833280
108,505110,143919,80216,59864,221111,17.35916524
109,171314,17158,64801,17188,72167,17.66712209
110,221391,34485,55508,24556,106842,17.89817135
111,676343,142399,199492,182610,151842,17.96050053
112,117657,11771,54104,13885,37897,18.23236934
113,80510,7611,42305,11977,18617,18.25468436
114,89621,42794,10124,14982,21721,18.36432472
115,68482,14120,22306,18002,14054,18.40399003
116,140458,12950,72470,35820,19218,18.52404913
117,63198,8585,16310,32319,5984,19.12366185
118,447849,44820,190939,159970,52120,19.14911724
119,262610,117791,30737,76683,37399,20.09535270
120,115471,22447,21596,11303,60125,20.14371954
121,97361,21109,19366,45515,11371,20.40032451
122,266864,33441,123318,50216,59889,21.23370668
123,558287,215002,68211,72444,202630,21.41387201
124,107662,15163,34843,44496,13160,21.48666549
125,182877,77176,14469,14582,76650,21.66113541
126,109324,9873,55457,30420,13574,21.67760017
127,238494,34147,75092,31707,97548,21.79514601
128,54936,13235,8289,4834,28578,22.22939469
129,649612,263522,87619,114455,184016,22.39934946
130,63233,11164,21869,16324,13876,22.94436560
131,111946,11425,58755,21685,20081,22.95755285
132,94540,11108,33957,9831,39644,23.62694771
133,81998,20646,14312,10241,36799,23.74312477
134,406696,118656,97085,85500,105455,24.11819093
135,63482,22406,8875,8924,23277,24.41724407
136,81444,10959,22461,39760,8264,24.46107842
137,86023,21891,21153,25303,17676,24.69316667
138,93207,39140,13219,21072,19776,25.14891271
139,403307,92767,87201,62200,161139,25.32836223
140,273388,80544,55654,81399,55791,25.69626926
141,276737,96677,34644,113900,31516,25.72889977
142,108064,36531,14257,45080,12196,25.93859883
143,285699,98003,37759,36287,113650,26.32421390
144,252870,52078,69843,82148,48801,26.49984362
145,71605,17771,13534,29921,10379,26.62203039
146,72815,31511,6471,6565,28268,27.03551261
147,92136,43814,10665,17738,19919,27.08600577
148,64144,15643,14464,11299,22738,27.15701322
149,146100,50744,14313,67986,13057,27.46985496
150,67669,15542,18278,17755,16094,27.65749956
151,60017,13719,14248,21916,10134,27.66907717
152,61583,16116,8561,5424,31482,27.86501130
153,88524,10993,38337,16061,23133,27.95164909
154,253193,105913,20923,21589,104768,28.05725430
155,405226,180912,40292,50359,133663,28.10561192
156,64523,30513,5428,22491,6091,28.10901052
157,54304,26196,6217,10218,11673,28.27900808
158,362833,41834,140560,34798,145641,28.43556454
159,109160,23342,31398,23001,31419,28.54812704
160,49334,8510,10288,26130,4406,28.55415866
161,308111,45087,115364,53135,94525,28.73270098
162,51538,15339,7304,5680,23215,28.82579676
163,203792,56919,33941,27750,85182,28.84960712
164,153517,14346,79365,21632,38174,28.96509864
165,131147,17367,57238,27151,29391,29.03593135
166,149044,69631,13058,52012,14343,29.27577084
167,122203,30835,28511,38614,24243,29.30306577
168,125192,24109,31564,50293,19226,29.38057613
169,173550,63262,28498,40081,41709,29.62620037
170,122098,14181,45313,13316,49288,29.82213334
171,242892,43653,63254,103900,32085,29.89291568
172,399122,176265,45173,54698,122986,29.94212980
173,70412,14052,18175,27280,10905,30.00748376
174,122247,11196,53505,44192,13354,30.03727860
175,76575,8820,33906,11413,22436,30.47896289
176,231786,21268,107587,25677,77254,30.49349322
177,39785,7853,11074,13983,6875,30.72975780
178,75118,23999,10505,31141,9473,30.76435752
179,59502,9238,20957,9248,20059,30.88274271
180,132895,24740,43605,36563,27987,30.93137951
181,70618,8355,29094,23526,9643,30.98114602
182,47761,6744,17279,6650,17088,31.47848101
183,131088,16489,45278,14261,55060,31.61762243
184,61448,5430,32281,8577,15160,31.80565340
185,62502,10148,18672,8457,25225,31.82587509
186,104429,44710,12439,32320,14960,31.87328557
187,158360,27254,55397,37983,37726,31.95537305
188,58320,4393,26880,21800,5247,32.08587167
189,66901,24505,6278,5611,30507,32.19837186
190,118053,12177,53299,38202,14375,32.19971230
191,65016,20762,10805,10368,23081,32.25255947
192,207882,109183,20634,39887,38178,32.34366579
193,292792,92917,54205,90235,55435,32.38597821
194,69809,8571,32124,15317,13797,32.42572029
195,153414,20489,53964,60062,18899,32.43155843
196,140886,18695,41585,15200,65406,32.92662300
197,166003,85500,15802,42259,22442,32.98688934
198,88763,32230,14877,17946,23710,33.05295460
199,95250,49689,8816,24164,12581,33.17802898
200,68301,26189,10102,21318,10692,33.66924220
201,43818,15511,3999,20727,3581,33.84761245
202,609251,113085,161939,246981,87246,34.07005338
203,83225,8367,29618,37816,7424,35.19671405
204,126363,13551,62974,20146,29692,35.33539603
205,91981,10231,27801,8489,45460,35.48207964
206,167384,45632,37229,49163,35360,35.87157946
207,314266,153704,31993,85745,42824,35.88681959
208,117740,31253,27741,33587,25159,35.95317732
209,117953,24078,34174,22816,36885,36.03571071
210,139137,33387,35631,28336,41783,36.15215831
211,125591,27539,20185,11691,66176,36.26186716
212,109379,14893,38246,43036,13204,36.55440308
213,82392,9323,36242,25427,11400,36.58128494
214,334198,145077,33738,119097,36286,36.80422430
215,601986,69236,231184,74084,227482,36.90944667
